,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
724,Adult,No,Travel_Rarely,High,Research & Development,High,2,Medical,1,Male,Very High,3,2.0,Manufacturing Director,1,Married,Medium,1,No,25.0,4.0,4.0,1,Medium,3,3,Very High,0,7.0,9.0
725,Senior Citizen,Yes,Travel_Rarely,Low,Research & Development,Low,3,Technical Degree,4,Male,Medium,3,1.0,Research Scientist,3,Single,Very High,4,No,24.0,4.0,1.0,0,Medium,4,3,Low,0,0.0,0.0
726,Adult,No,Travel_Frequently,Medium,Research & Development,Very High,5,Life Sciences,4,Female,Medium,3,2.0,Laboratory Technician,4,Single,Low,1,No,11.0,3.0,4.0,0,Medium,2,3,Very High,3,9.0,9.0
727,Adult,No,Travel_Rarely,Low,Research & Development,Low,4,Life Sciences,2,Female,High,4,1.0,Research Scientist,4,Single,Medium,2,No,16.0,3.0,3.0,0,Medium,2,3,Medium,2,1.0,3.0
728,Adult,No,Travel_Frequently,Very High,Research & Development,Medium,2,Life Sciences,4,Male,Low,3,2.0,Healthcare Representative,3,Divorced,High,1,No,20.0,4.0,3.0,3,Medium,2,3,High,7,2.0,8.0
729,Adult,No,Travel_Rarely,Very High,Sales,Medium,3,Other,4,Male,Very High,1,2.0,Sales Executive,1,Single,High,3,No,18.0,3.0,4.0,0,High,2,3,Very High,9,3.0,12.0
730,Adult,Yes,Travel_Rarely,Medium,Sales,Very High,2,Medical,1,Male,Medium,1,2.0,Sales Executive,4,Divorced,Very High,6,Yes,14.0,3.0,4.0,2,Medium,2,2,Low,2,2.0,2.0
731,Adult,No,Travel_Rarely,Low,Human Resources,Medium,3,Human Resources,3,Female,Low,4,2.0,Human Resources,2,Married,High,9,No,15.0,3.0,3.0,1,High,3,1,High,3,3.0,6.0
732,Adult,Yes,Travel_Rarely,Very High,Sales,High,2,Marketing,4,Female,Very High,3,2.0,Sales Executive,3,Single,Very High,3,Yes,11.0,3.0,4.0,0,Low,0,3,Low,0,2.0,2.0
733,Young Adult,Yes,Travel_Frequently,Medium,Sales,Low,1,Technical Degree,3,Female,Very High,1,1.0,Sales Representative,1,Single,Very High,0,No,21.0,4.0,1.0,0,Low,5,4,Low,0,0.0,0.0
734,Elderly,Yes,Travel_Frequently,Low,Sales,Medium,3,Marketing,1,Male,Medium,3,2.0,Sales Executive,2,Single,Medium,1,No,18.0,3.0,3.0,0,Medium,5,3,High,7,7.0,7.0
735,Elderly,No,Travel_Rarely,Very High,Research & Development,High,2,Technical Degree,4,Female,Very High,2,4.0,Manufacturing Director,2,Single,Very High,3,No,16.0,3.0,2.0,0,Very High,1,2,Medium,2,0.0,3.0
736,Adult,Yes,Travel_Rarely,Medium,Sales,High,3,Medical,4,Male,Medium,2,3.0,Sales Executive,1,Married,Very High,9,No,17.0,3.0,3.0,0,High,3,3,Very High,12,6.0,0.0
737,Adult,Yes,Travel_Rarely,High,Research & Development,Medium,2,Life Sciences,4,Male,High,3,2.0,Laboratory Technician,3,Married,Very High,1,No,18.0,3.0,1.0,1,Medium,3,3,Very High,4,1.0,1.0
738,Adult,No,Travel_Rarely,Low,Research & Development,Medium,2,Medical,2,Male,Very High,3,2.0,Manufacturing Director,2,Divorced,Low,6,No,20.0,4.0,4.0,2,Medium,0,3,Low,2,0.0,1.0
739,Adult,No,Non-Travel,Low,Research & Development,High,3,Life Sciences,3,Male,High,3,2.0,Laboratory Technician,2,Single,Medium,9,No,15.0,3.0,3.0,0,Medium,2,2,Medium,4,0.0,3.0
740,Adult,No,Travel_Rarely,Very High,Sales,High,3,Life Sciences,3,Male,High,3,2.0,Sales Executive,2,Married,Medium,0,No,11.0,3.0,4.0,1,Medium,3,3,High,8,7.0,7.0
741,Elderly,Yes,Travel_Frequently,High,Sales,High,3,Life Sciences,3,Male,Very High,1,4.0,Sales Executive,3,Married,Very High,7,No,11.0,3.0,3.0,0,Very High,3,1,Very High,5,14.0,10.0
742,Elderly,No,Travel_Frequently,High,Research & Development,High,5,Medical,4,Male,High,3,2.0,Laboratory Technician,3,Divorced,High,3,Yes,13.0,3.0,2.0,1,Medium,3,3,High,7,4.0,7.0
743,Adult,Yes,Travel_Rarely,High,Research & Development,Very High,3,Medical,1,Male,Medium,2,1.0,Research Scientist,2,Single,Low,4,Yes,20.0,4.0,2.0,0,Low,0,3,Low,2,2.0,2.0
744,Adult,No,Travel_Rarely,High,Research & Development,Low,3,Life Sciences,3,Male,Low,2,3.0,Manufacturing Director,2,Divorced,High,2,No,18.0,3.0,2.0,1,High,2,4,High,7,6.0,4.0
745,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,1,Life Sciences,4,Male,Very High,1,2.0,Healthcare Representative,3,Divorced,Very High,8,No,17.0,3.0,4.0,2,High,3,3,High,0,1.0,6.0
746,Adult,No,Travel_Rarely,Low,Research & Development,Low,3,Medical,4,Female,Low,3,1.0,Research Scientist,2,Single,High,1,No,18.0,3.0,4.0,0,Low,3,2,Low,2,2.0,1.0
747,Adult,No,Travel_Rarely,Low,Human Resources,Low,3,Life Sciences,3,Male,Medium,3,1.0,Human Resources,3,Divorced,High,0,No,21.0,4.0,1.0,1,Low,3,4,Medium,3,1.0,3.0
748,Adult,No,Travel_Rarely,Very High,Research & Development,High,4,Life Sciences,3,Male,Medium,3,2.0,Manufacturing Director,2,Single,Very High,2,Yes,12.0,3.0,4.0,0,Very High,2,2,Low,0,0.0,1.0
749,Elderly,No,Travel_Rarely,Very High,Research & Development,Medium,3,Medical,3,Male,Very High,3,3.0,Research Director,1,Married,High,9,No,13.0,3.0,2.0,1,Very High,3,4,Very High,7,5.0,7.0
750,Elderly,No,Non-Travel,High,Sales,High,4,Life Sciences,2,Female,High,2,2.0,Sales Executive,3,Married,High,1,No,13.0,3.0,4.0,1,High,2,3,Very High,10,4.0,12.0
751,Adult,No,Travel_Frequently,Very High,Research & Development,Low,1,Life Sciences,2,Male,Medium,3,5.0,Manager,3,Divorced,Low,1,Yes,14.0,3.0,3.0,1,Very High,3,3,Very High,8,1.0,6.0
752,Adult,Yes,Travel_Rarely,Medium,Research & Development,Medium,1,Medical,2,Male,Very High,3,1.0,Research Scientist,1,Single,High,2,No,11.0,3.0,3.0,0,Medium,2,3,Medium,2,1.0,3.0
753,Adult,No,Travel_Rarely,High,Research & Development,Low,3,Medical,3,Female,High,3,1.0,Laboratory Technician,2,Married,Low,1,No,13.0,3.0,3.0,1,Medium,4,3,High,0,0.0,7.0
754,Senior Citizen,No,Travel_Rarely,Medium,Research & Development,Medium,4,Technical Degree,4,Female,Very High,3,5.0,Manager,1,Divorced,High,4,No,13.0,3.0,4.0,1,Very High,2,3,Medium,2,4.0,2.0
755,Adult,Yes,Travel_Rarely,Very High,Research & Development,Very High,3,Life Sciences,1,Male,Medium,1,1.0,Laboratory Technician,3,Single,Medium,1,No,12.0,3.0,3.0,0,Low,2,2,Low,0,0.0,1.0
756,Adult,No,Non-Travel,Low,Research & Development,Very High,2,Life Sciences,3,Male,High,3,1.0,Research Scientist,3,Divorced,Medium,9,No,16.0,3.0,2.0,1,Low,0,3,Medium,2,0.0,0.0
757,Adult,No,Travel_Rarely,High,Research & Development,Very High,1,Life Sciences,3,Male,Very High,1,2.0,Manufacturing Director,2,Married,Low,1,No,14.0,3.0,2.0,2,Medium,2,2,High,6,1.0,7.0
758,Adult,Yes,Travel_Rarely,Low,Sales,Very High,4,Marketing,4,Male,Medium,2,3.0,Sales Executive,2,Single,High,2,Yes,12.0,3.0,3.0,0,Medium,2,3,Medium,4,1.0,0.0
759,Adult,No,Travel_Rarely,Low,Sales,Very High,4,Marketing,1,Female,Very High,2,2.0,Sales Executive,4,Married,Medium,1,No,14.0,3.0,1.0,2,High,3,3,Very High,7,5.0,7.0
760,Elderly,No,Travel_Rarely,Very High,Sales,Low,5,Life Sciences,2,Female,Very High,3,4.0,Manager,1,Married,Low,7,No,16.0,3.0,2.0,1,Very High,2,3,Very High,16,11.0,8.0
761,Elderly,No,Travel_Rarely,Very High,Research & Development,High,4,Other,3,Female,High,3,2.0,Healthcare Representative,3,Divorced,Low,4,Yes,14.0,3.0,4.0,0,Medium,3,3,Medium,2,0.0,2.0
762,Adult,No,Travel_Rarely,Low,Research & Development,Low,3,Technical Degree,3,Female,High,1,3.0,Manufacturing Director,1,Divorced,Low,2,Yes,21.0,4.0,3.0,1,Very High,2,3,High,7,7.0,7.0
763,Adult,No,Non-Travel,Low,Research & Development,High,3,Life Sciences,1,Female,High,4,3.0,Research Director,1,Married,High,9,No,14.0,3.0,1.0,1,Medium,2,3,High,7,0.0,5.0
764,Elderly,No,Travel_Frequently,Very High,Research & Development,Low,3,Medical,4,Female,Low,3,4.0,Manager,1,Married,Medium,2,No,22.0,4.0,3.0,1,Very High,3,3,Low,2,2.0,2.0
765,Elderly,No,Travel_Rarely,High,Research & Development,Low,4,Medical,4,Female,Very High,3,1.0,Laboratory Technician,4,Divorced,Medium,3,No,14.0,3.0,4.0,2,Medium,2,3,Medium,3,0.0,2.0
766,Elderly,No,Travel_Rarely,High,Research & Development,Medium,3,Life Sciences,3,Male,Medium,4,4.0,Research Director,3,Married,Medium,3,No,19.0,3.0,3.0,0,Very High,3,3,Medium,1,1.0,3.0
767,Adult,No,Travel_Rarely,Medium,Research & Development,Low,1,Life Sciences,4,Female,High,2,4.0,Manufacturing Director,4,Married,Low,1,No,16.0,3.0,3.0,1,Very High,3,3,Very High,6,11.0,8.0
768,Adult,No,Travel_Rarely,Medium,Sales,Medium,3,Life Sciences,3,Male,Low,2,3.0,Manager,4,Divorced,Very High,9,No,21.0,4.0,3.0,1,Medium,3,2,Medium,4,0.0,1.0
769,Adult,No,Travel_Frequently,Very High,Research & Development,Medium,4,Life Sciences,4,Female,Medium,3,1.0,Research Scientist,3,Married,Very High,1,Yes,11.0,3.0,3.0,0,Medium,3,3,High,7,3.0,0.0
770,Adult,No,Travel_Rarely,High,Research & Development,High,3,Medical,4,Female,High,3,1.0,Research Scientist,2,Married,Low,1,No,13.0,3.0,4.0,1,Medium,5,3,High,7,1.0,6.0
771,Adult,No,Travel_Rarely,Low,Human Resources,Low,3,Human Resources,3,Female,Very High,3,1.0,Human Resources,2,Married,High,4,No,14.0,3.0,3.0,0,Low,3,3,Low,0,1.0,2.0
772,Adult,Yes,Travel_Rarely,Low,Research & Development,Very High,3,Life Sciences,1,Female,Medium,3,1.0,Research Scientist,3,Married,Medium,4,Yes,11.0,3.0,2.0,0,Medium,2,3,Medium,2,0.0,1.0
773,Elderly,No,Travel_Rarely,Medium,Research & Development,Low,4,Medical,3,Male,Medium,3,5.0,Research Director,4,Divorced,Medium,7,Yes,17.0,3.0,3.0,1,Very High,3,3,Low,1,2.0,2.0
774,Elderly,No,Non-Travel,High,Research & Development,Very High,2,Medical,3,Female,Low,3,2.0,Manufacturing Director,3,Divorced,High,2,No,16.0,3.0,2.0,1,High,5,3,Medium,3,0.0,2.0
775,Adult,No,Travel_Rarely,Low,Sales,High,3,Marketing,4,Female,Very High,2,2.0,Sales Executive,4,Married,Low,1,Yes,11.0,3.0,4.0,0,Low,3,3,High,2,4.0,4.0
776,Adult,No,Travel_Rarely,Very High,Sales,Medium,3,Other,4,Female,Low,2,1.0,Sales Representative,3,Single,Very High,0,No,18.0,3.0,4.0,0,Low,2,3,Medium,2,0.0,0.0
777,Adult,No,Travel_Frequently,High,Sales,Very High,5,Life Sciences,2,Male,High,3,3.0,Sales Executive,1,Married,Medium,1,No,22.0,4.0,4.0,1,Medium,3,2,High,8,1.0,8.0
778,Adult,Yes,Travel_Rarely,Very High,Sales,Medium,3,Technical Degree,4,Male,Very High,3,3.0,Sales Executive,1,Single,Medium,0,Yes,22.0,4.0,1.0,0,Medium,2,3,High,7,4.0,7.0
779,Adult,No,Travel_Rarely,Low,Research & Development,Medium,3,Life Sciences,2,Female,Medium,4,1.0,Laboratory Technician,4,Married,Very High,3,No,12.0,3.0,2.0,0,Low,3,3,Low,0,0.0,0.0
780,Elderly,No,Travel_Rarely,High,Sales,Medium,2,Life Sciences,4,Female,Very High,3,2.0,Sales Executive,4,Single,Medium,1,Yes,17.0,3.0,3.0,0,Medium,0,3,High,0,0.0,7.0
781,Adult,No,Travel_Rarely,Low,Research & Development,Low,4,Technical Degree,3,Female,Very High,3,2.0,Healthcare Representative,4,Single,Low,1,No,11.0,3.0,4.0,0,High,2,4,Very High,11,4.0,11.0
782,Elderly,No,Travel_Frequently,Medium,Research & Development,Very High,2,Life Sciences,1,Female,Very High,3,2.0,Research Scientist,3,Divorced,Medium,2,No,11.0,3.0,2.0,1,Very High,3,3,Medium,4,0.0,2.0
783,Adult,No,Travel_Frequently,High,Research & Development,High,4,Medical,4,Male,Low,3,1.0,Research Scientist,3,Divorced,Low,1,Yes,17.0,3.0,4.0,1,Low,4,4,Medium,3,2.0,0.0
784,Senior Citizen,No,Travel_Rarely,High,Research & Development,High,3,Medical,3,Male,Very High,3,4.0,Healthcare Representative,4,Married,High,7,No,11.0,3.0,3.0,0,Very High,1,2,Very High,7,1.0,1.0
785,Adult,No,Travel_Frequently,Medium,Research & Development,Low,2,Medical,3,Female,Low,4,2.0,Healthcare Representative,2,Married,Medium,1,No,24.0,4.0,4.0,1,Medium,2,3,High,7,3.0,7.0
786,Adult,No,Travel_Rarely,High,Sales,Medium,3,Medical,4,Male,Very High,3,2.0,Sales Executive,1,Single,Very High,0,No,18.0,3.0,4.0,0,Low,4,3,Medium,4,1.0,3.0
787,Elderly,No,Travel_Rarely,Medium,Research & Development,Very High,2,Life Sciences,2,Female,Very High,2,2.0,Manufacturing Director,4,Married,Very High,0,No,13.0,3.0,4.0,2,Medium,2,2,High,8,3.0,8.0
788,Elderly,No,Travel_Rarely,Medium,Research & Development,Very High,5,Medical,2,Female,Very High,3,4.0,Manager,3,Married,High,3,No,25.0,4.0,3.0,1,Very High,6,3,Very High,8,4.0,7.0
789,Adult,Yes,Travel_Rarely,High,Sales,Medium,4,Marketing,4,Male,Medium,2,2.0,Sales Executive,4,Single,Medium,1,Yes,12.0,3.0,2.0,0,Medium,0,3,High,7,7.0,4.0
790,Adult,No,Travel_Frequently,Low,Research & Development,Very High,4,Life Sciences,1,Male,High,3,2.0,Laboratory Technician,4,Married,Very High,1,No,15.0,3.0,4.0,2,Medium,2,3,Very High,8,4.0,7.0
791,Elderly,No,Travel_Rarely,Medium,Research & Development,High,3,Life Sciences,1,Male,Medium,3,1.0,Research Scientist,3,Divorced,Low,4,No,12.0,3.0,1.0,1,High,2,3,High,8,1.0,8.0
792,Adult,No,Travel_Frequently,Medium,Sales,High,2,Medical,4,Male,Low,1,2.0,Sales Executive,4,Divorced,Very High,0,No,17.0,3.0,4.0,3,Medium,2,4,High,7,0.0,7.0
793,Young Adult,No,Travel_Rarely,Medium,Research & Development,Low,1,Technical Degree,3,Male,Very High,3,1.0,Laboratory Technician,4,Married,High,0,No,14.0,3.0,3.0,1,Low,2,3,Low,1,2.0,1.0
794,Adult,Yes,Travel_Rarely,High,Sales,Low,2,Life Sciences,1,Male,Low,1,2.0,Sales Executive,2,Single,Medium,6,No,15.0,3.0,2.0,0,Medium,2,3,Low,0,0.0,0.0
795,Elderly,No,Travel_Rarely,Low,Research & Development,Medium,3,Medical,4,Male,Low,2,3.0,Manufacturing Director,3,Married,High,2,Yes,14.0,3.0,3.0,0,Very High,4,3,Medium,4,0.0,4.0
796,Adult,No,Travel_Rarely,Medium,Research & Development,High,5,Other,2,Male,Low,2,1.0,Laboratory Technician,4,Single,Low,0,No,17.0,3.0,3.0,0,Low,2,3,Low,2,2.0,2.0
797,Adult,No,Travel_Rarely,Very High,Sales,Medium,2,Life Sciences,3,Female,Medium,3,1.0,Sales Representative,2,Married,Very High,2,No,11.0,3.0,1.0,1,Low,5,3,Medium,3,1.0,2.0
798,Young Adult,Yes,Travel_Frequently,Very High,Sales,Medium,3,Marketing,2,Male,High,3,1.0,Sales Representative,2,Single,Low,1,Yes,14.0,3.0,4.0,0,Low,3,3,Low,0,0.0,0.0
799,Adult,No,Travel_Rarely,Low,Research & Development,Medium,3,Other,4,Female,Low,3,2.0,Healthcare Representative,2,Single,Medium,3,No,15.0,3.0,1.0,0,Medium,3,2,Medium,3,0.0,1.0
800,Elderly,No,Travel_Rarely,High,Research & Development,Low,3,Life Sciences,3,Male,Low,3,4.0,Manager,3,Single,Very High,4,No,14.0,3.0,1.0,0,Very High,2,3,High,7,0.0,0.0
801,Senior Citizen,No,Travel_Rarely,High,Research & Development,High,3,Medical,2,Female,High,2,1.0,Research Scientist,2,Married,Medium,4,Yes,20.0,4.0,2.0,1,Medium,3,2,Low,0,0.0,0.0
802,Elderly,No,Travel_Rarely,Medium,Research & Development,Low,4,Medical,4,Male,Very High,3,3.0,Healthcare Representative,1,Divorced,Medium,7,No,16.0,3.0,3.0,1,Very High,3,3,Medium,2,0.0,3.0
803,Adult,No,Travel_Rarely,Medium,Sales,Low,3,Medical,1,Male,Medium,4,2.0,Sales Executive,1,Divorced,Very High,1,No,22.0,4.0,1.0,1,Medium,5,3,High,8,0.0,8.0
804,Adult,Yes,Travel_Rarely,Low,Human Resources,Very High,1,Human Resources,4,Male,Medium,1,1.0,Human Resources,3,Married,Medium,1,No,11.0,3.0,3.0,1,Low,2,3,Low,0,0.0,0.0
805,Adult,No,Travel_Rarely,Very High,Research & Development,Medium,2,Life Sciences,4,Male,High,3,2.0,Laboratory Technician,2,Single,Medium,8,No,16.0,3.0,4.0,0,Very High,3,4,Very High,11,3.0,7.0
806,Adult,No,Travel_Rarely,Medium,Research & Development,Medium,1,Medical,4,Male,Low,2,3.0,Healthcare Representative,1,Married,Very High,4,No,15.0,3.0,1.0,1,Medium,5,3,High,7,1.0,7.0
807,Adult,No,Travel_Rarely,Very High,Sales,Medium,3,Medical,4,Male,Low,4,3.0,Sales Executive,3,Married,Low,2,No,11.0,3.0,1.0,1,High,3,3,High,6,7.0,6.0
808,Adult,Yes,Travel_Rarely,High,Research & Development,High,3,Medical,3,Male,Medium,3,1.0,Laboratory Technician,4,Married,Very High,5,Yes,13.0,3.0,3.0,1,Medium,2,1,Medium,4,0.0,4.0
809,Adult,No,Travel_Rarely,High,Research & Development,Very High,2,Medical,3,Male,Very High,3,2.0,Laboratory Technician,4,Married,High,8,Yes,15.0,3.0,3.0,1,High,2,4,High,2,3.0,7.0
810,Elderly,No,Travel_Rarely,High,Research & Development,Medium,3,Technical Degree,1,Female,Medium,3,3.0,Manager,3,Married,Very High,2,No,11.0,3.0,4.0,0,High,2,3,Low,2,2.0,2.0
811,Adult,No,Non-Travel,High,Research & Development,Very High,4,Medical,3,Female,Low,3,2.0,Healthcare Representative,4,Divorced,High,5,No,18.0,3.0,2.0,1,Medium,6,3,Medium,1,1.0,2.0
812,Adult,No,Travel_Rarely,Medium,Research & Development,High,3,Medical,3,Male,High,4,1.0,Research Scientist,3,Married,High,1,No,16.0,3.0,4.0,1,Low,1,3,Medium,3,0.0,4.0
813,Adult,No,Travel_Frequently,Low,Sales,Medium,2,Life Sciences,2,Male,Medium,3,2.0,Sales Executive,2,Married,Medium,1,No,14.0,3.0,4.0,1,Medium,3,3,Very High,8,5.0,3.0
814,Elderly,No,Travel_Rarely,Very High,Research & Development,Medium,2,Medical,4,Female,Medium,3,5.0,Manager,3,Divorced,High,3,No,18.0,3.0,2.0,1,Very High,6,3,High,7,4.0,7.0
815,Young Adult,No,Travel_Rarely,Medium,Research & Development,High,1,Medical,2,Male,Low,3,1.0,Laboratory Technician,1,Married,Low,1,No,14.0,3.0,4.0,1,Low,2,4,Medium,3,0.0,2.0
816,Adult,No,Travel_Rarely,Low,Research & Development,Very High,3,Technical Degree,4,Male,Low,3,2.0,Manufacturing Director,4,Divorced,Very High,4,No,12.0,3.0,2.0,2,Medium,2,4,Low,2,1.0,2.0
817,Adult,No,Travel_Rarely,High,Research & Development,Low,4,Life Sciences,2,Female,Low,4,2.0,Healthcare Representative,4,Single,High,0,No,13.0,3.0,3.0,0,Medium,4,2,High,7,1.0,8.0
818,Adult,No,Travel_Rarely,Very High,Sales,Very High,4,Life Sciences,2,Female,Very High,2,1.0,Sales Representative,3,Married,Very High,0,No,23.0,4.0,1.0,2,Low,5,3,Medium,3,4.0,2.0
819,Adult,No,Travel_Frequently,High,Human Resources,High,4,Human Resources,3,Male,High,3,2.0,Human Resources,3,Married,High,3,No,11.0,3.0,3.0,0,Medium,2,3,High,3,1.0,2.0
820,Elderly,No,Travel_Rarely,Very High,Research & Development,Medium,4,Life Sciences,3,Male,High,2,3.0,Healthcare Representative,3,Single,Very High,7,No,14.0,3.0,2.0,0,Very High,3,3,Very High,11,4.0,8.0
821,Elderly,No,Travel_Rarely,Very High,Research & Development,Medium,4,Life Sciences,3,Male,Low,3,3.0,Healthcare Representative,2,Divorced,Very High,3,No,14.0,3.0,2.0,2,Very High,3,3,High,7,0.0,7.0
822,Adult,No,Travel_Rarely,Low,Research & Development,Medium,3,Life Sciences,4,Male,Medium,2,1.0,Research Scientist,3,Married,Low,1,No,13.0,3.0,3.0,1,Low,0,3,Medium,2,2.0,2.0
823,Adult,No,Travel_Rarely,Very High,Research & Development,High,1,Life Sciences,3,Male,Low,3,3.0,Manufacturing Director,2,Divorced,Medium,1,No,25.0,4.0,4.0,1,High,6,4,Very High,8,0.0,8.0
824,Young Adult,No,Travel_Rarely,Low,Research & Development,Medium,1,Medical,3,Female,Medium,3,1.0,Laboratory Technician,2,Single,Medium,1,No,13.0,3.0,3.0,0,Low,3,1,Low,2,1.0,2.0
825,Elderly,No,Travel_Frequently,Low,Sales,Very High,2,Life Sciences,3,Male,Very High,3,4.0,Manager,4,Married,High,1,Yes,12.0,3.0,4.0,2,Very High,3,4,Very High,12,4.0,12.0
826,Elderly,No,Travel_Rarely,High,Research & Development,High,3,Technical Degree,4,Male,Very High,2,3.0,Healthcare Representative,4,Single,Low,6,No,15.0,3.0,4.0,0,Very High,2,3,Medium,3,1.0,3.0
827,Adult,No,Travel_Frequently,Medium,Research & Development,Low,1,Technical Degree,3,Male,Medium,2,2.0,Manufacturing Director,1,Married,Medium,5,No,19.0,3.0,3.0,1,Low,1,3,Low,2,2.0,0.0
828,Adult,No,Travel_Frequently,High,Research & Development,Very High,3,Medical,4,Female,Very High,3,3.0,Manufacturing Director,1,Single,Low,1,Yes,13.0,3.0,3.0,0,Very High,2,3,Very High,6,2.0,8.0
829,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,4,Life Sciences,2,Male,High,3,2.0,Laboratory Technician,3,Married,Very High,1,Yes,12.0,3.0,2.0,1,High,3,3,Very High,14,5.0,7.0
830,Adult,No,Travel_Frequently,High,Human Resources,High,3,Medical,1,Male,Medium,3,1.0,Human Resources,4,Married,Low,0,No,14.0,3.0,4.0,1,Low,2,3,Low,2,2.0,1.0
831,Adult,No,Travel_Rarely,Medium,Research & Development,Medium,4,Medical,4,Male,High,3,2.0,Research Scientist,1,Married,Medium,5,Yes,22.0,4.0,3.0,1,Very High,2,3,Medium,3,0.0,4.0
832,Elderly,No,Travel_Rarely,Low,Sales,Low,5,Marketing,2,Female,Low,3,2.0,Sales Executive,4,Married,High,2,No,14.0,3.0,1.0,1,High,2,3,High,7,6.0,7.0
833,Adult,No,Travel_Rarely,Low,Research & Development,Low,3,Medical,3,Male,Very High,3,1.0,Laboratory Technician,1,Single,High,0,No,13.0,3.0,4.0,0,Medium,6,2,High,7,7.0,6.0
834,Adult,No,Travel_Rarely,Very High,Research & Development,Medium,3,Medical,3,Female,Low,2,3.0,Manager,1,Single,Low,2,No,12.0,3.0,4.0,0,High,6,3,Very High,10,5.0,8.0
835,Adult,No,Travel_Frequently,Low,Research & Development,High,3,Other,3,Female,High,2,1.0,Laboratory Technician,2,Married,Low,1,No,20.0,4.0,3.0,1,Low,2,3,Low,2,2.0,2.0
836,Adult,No,Travel_Frequently,Medium,Research & Development,Low,4,Medical,4,Male,Low,3,1.0,Laboratory Technician,3,Single,Low,0,Yes,11.0,3.0,3.0,0,Low,2,2,Medium,2,0.0,2.0
837,Adult,No,Travel_Frequently,Medium,Research & Development,High,3,Life Sciences,4,Female,High,3,1.0,Research Scientist,2,Divorced,High,0,No,14.0,3.0,4.0,2,Medium,2,2,High,5,1.0,1.0
838,Elderly,No,Travel_Rarely,High,Sales,High,3,Marketing,1,Male,High,3,4.0,Sales Executive,4,Married,Very High,5,No,14.0,3.0,3.0,1,Very High,3,3,Low,0,2.0,2.0
839,Adult,No,Non-Travel,Very High,Sales,Very High,2,Medical,1,Male,Low,3,3.0,Sales Executive,2,Single,Low,1,Yes,13.0,3.0,4.0,0,Medium,2,3,Very High,0,0.0,9.0
840,Elderly,No,Travel_Frequently,Very High,Research & Development,Medium,3,Life Sciences,1,Male,Very High,3,3.0,Laboratory Technician,1,Divorced,High,1,No,18.0,3.0,1.0,1,Very High,2,3,Very High,9,9.0,11.0
841,Adult,No,Travel_Rarely,Very High,Research & Development,Low,3,Life Sciences,4,Female,Low,3,1.0,Research Scientist,4,Single,High,1,No,12.0,3.0,2.0,0,Very High,3,3,Very High,12,5.0,7.0
842,Young Adult,No,Travel_Rarely,Medium,Research & Development,Medium,1,Medical,1,Male,High,3,1.0,Research Scientist,3,Married,Medium,0,No,20.0,4.0,4.0,0,Low,3,3,Low,2,2.0,2.0
843,Elderly,Yes,Non-Travel,High,Research & Development,Medium,2,Life Sciences,1,Male,Very High,2,1.0,Research Scientist,1,Divorced,High,6,No,17.0,3.0,1.0,1,Low,2,1,Low,0,0.0,0.0
844,Adult,No,Travel_Frequently,Medium,Research & Development,Low,4,Life Sciences,3,Male,High,2,4.0,Healthcare Representative,2,Married,Medium,1,No,22.0,4.0,4.0,1,Very High,3,2,Very High,3,11.0,11.0
845,Adult,No,Travel_Rarely,Very High,Human Resources,High,3,Human Resources,3,Male,Medium,3,2.0,Human Resources,4,Married,Medium,0,Yes,19.0,3.0,4.0,0,High,2,1,Very High,9,4.0,7.0
846,Adult,No,Non-Travel,Very High,Research & Development,Very High,2,Life Sciences,3,Male,High,3,3.0,Healthcare Representative,3,Married,Low,3,No,21.0,4.0,2.0,1,High,2,3,High,4,0.0,5.0
847,Adult,No,Travel_Frequently,Low,Research & Development,Very High,2,Life Sciences,3,Male,Medium,3,3.0,Manufacturing Director,4,Single,High,2,No,11.0,3.0,3.0,0,Medium,2,3,Low,2,2.0,2.0
848,Young Adult,No,Travel_Rarely,Medium,Sales,Medium,1,Medical,3,Male,Medium,3,1.0,Sales Representative,1,Single,Very High,1,Yes,11.0,3.0,4.0,0,Low,6,3,Low,2,1.0,2.0
849,Adult,No,Travel_Rarely,Medium,Research & Development,Low,3,Life Sciences,3,Male,Very High,3,2.0,Research Scientist,4,Single,Very High,1,No,13.0,3.0,3.0,0,Medium,4,3,High,8,8.0,8.0
